year,date,exam_type,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes,_場次
110,2021/11/20,食品品保初級工程師,食品科學概論,63,無菌充填最常使用的包材殺菌劑是？,酒精,碘仿溶液,過氧化氫溶液,次氯酸鈉溶液,C,,第二次
110,2021/11/20,食品品保初級工程師,食品科學概論,64,新鮮農產品採收後的預冷處理，其目的為何？,促進呼吸作用，提高農產品的生命力,增加保濕作用,減緩品質劣變的生理變化,提高農產品的冷傷抗性,C,,第二次
110,2021/11/20,食品品保初級工程師,食品科學概論,65,比較混稀法（pour plate）及塗抹法（spread plate）的優缺點，下列何者不正確？,塗抹法所得菌落較容易分離,塗抹法會對菌體造成熱傷害,塗抹法所得菌落數較容易計數,塗抹法較容易轉成自動化操作,B,,第二次
110,2021/11/20,食品品保初級工程師,食品科學概論,66,下列何種食品的粗脂肪含量不適用索氏（Soxhlet）萃取法分析？,堅果,牛乳,大豆蛋白,麵條,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,1,ISO 9001:2015 品質管理系統其品質管理原則不包括下列那一項？,領導力Leadership,依據事實決策Evidence-based decision making,風險管理Risk management,顧客為重Customer Focus,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,2,"波特（Michael Porter）的五力分析對企業發展的趨勢與競爭者的分析，是非常有用的工具，
下列何項非五力分析模型的項目？",供應商的議價能力,購買者的議價能力,同業競爭者的競爭程度,企業的目標、願景與使命,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,3,下列何者與落實食品產業相關業者自主管理責任之行動方案無關？,強化農民、農業販賣業者與飼料販賣業者自主管理機制,推動農業經營模式轉型,加強掌握農產品生產之來源,提高傳統小型食品產業與餐飲業之衛生管理水準,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,4,現今的食品品保制度對於客訴管理，包括有抱怨、申訴及爭議三種，其針對對象何者正確？,抱怨是指針對作業執行有不同意之意見，而進行的模式,申訴是指對作業執行過程時有不滿之意見進行的模式,爭議是指對於作業執行過程中雙方見解不同而進行的模式,爭議是指對作業執行過程時有不滿之意見進行的模式,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,5,擔任檢驗工作的檢驗人員可能會有三類失誤，請問以下配對何者有誤？,技術性失誤---訓練不足,故意性失誤---檢驗員取巧走捷徑,疏忽性失誤---能力不足，例如色盲,故意性失誤---配合公司儘速交貨，而疏忽檢驗正確性,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,6,食品安全衛生管理法中有關強化業者的管理效能，下列敘述何者有誤？,"散播有關食品安全之謠言或不實訊息，足生損害於公眾或他人者，處三年以下有期
徒刑拘役或新台幣一百萬元以下罰金",現行版本已納入增訂加工助劑之相關規定,"必要時在科學證據不足時，得以預警原則對特定產品下架、封存、限期回收、限期
改製、沒入銷毀","食安法第九條之追蹤追溯制度是參考美國現代化食品法案的原則（rules），並參酌我
國國情所制定",D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,7,"現今所有品質保證制度的潮流在於善用管理循環（PDCA Cycle）以完善管理制度的建構
與持續改善，運用於食品產業的ISO22000:2018 更率先發展出雙PDCA 循環之應用，下
列有關管理循環之描述何者有誤？",P 是Procedure 的縮寫，表示要把規畫寫成標準作業程序（書）,D 是Do 的縮寫，表示要落實執行所規劃的制度,C 是Check 的縮寫，表示要執行檢核與確認是否有落差,A 是Act 的縮寫，表示要持續改善乙更上一層樓,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,8,"台灣超過65%食品來自於境外，確保食品供應鏈的安全是食品業者很重要的工作，因此，
食品防護（Food Defense）必須找出潛在『威脅』的攻擊者，不包括下列何者？",駭客和其他網路犯罪者,勒索者,政策制定者,機會主義者,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,9,下列何者屬於違反食品安全衛生管理法第十五條之規定中觸犯刑責者？,逾有效日期,攙偽假冒,變質或腐敗,未成熟而有害人體健康,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,10,品管七大手法中，下列何者能夠進行重點式改善，以降低成本完成高效率改善？,柏拉圖,散佈圖,直方圖,管制圖,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,11,某食品工廠通過某一驗證方案，該方案為系統性驗證，以下敘述何者有誤？,非產品驗證,係指管理系統驗證,由於工廠全系統驗證，故相當於工廠全數產品被驗證,以上敘述皆錯誤,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,12,生產XX 汽水之飲料工廠，自110 年7 月1 日起，需加驗：,大腸桿菌群,腸桿菌科,李斯特菌,不需檢驗微生物,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,13,"由於2020 年爆發新型冠狀病毒，使得餐飲業如臨大敵，讓消費者放心，清潔消毒措施的
確保更是必備的工作，下列何者與防疫無關？",要求同仁勤洗手,要求從業人員均配戴口罩作業,幫同仁與客人量額頭（耳）溫,請消費者填寫無染病聲明書,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,14,"國內最新的包裝食品營養標示之熱量計算方式中，膳食纖維的熱量得以每公克多少大卡計
算之？",零大卡,二大卡,三大卡,四大卡,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,15,自美國進口的牛肉中萊克多巴胺的安全容許量為多少ppb？,4,6,8,10,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,16,"食品工廠之管理衛生人員須出具曾上過食品安全管制系統基礎及進階班至少多少
小時以上之合格證明？",30,40,50,60 小時,ABCD,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,17,有關「食品及其相關產品追溯追蹤系統管理辦法」何者描述有誤？,"食品及相關產品業者需進行追溯追蹤管理，其指食品、特殊營養食品、食品添加物、
食品器具、食品容器或包裝業者需執行，而食品用洗潔劑業者則非屬法定要求業別","食品業者從事食品製造、加工、調配時建立追溯追蹤系統，其管理項目至少包含產
品資訊、標記識別、供應商資訊、產品流向資訊及其他與產品相關之內部追溯追蹤
資訊","產品資訊需詳實記錄產品名稱、主副原料、食品添加物、包裝容器、儲運條件、製
造廠商、國內負責廠商、淨重、容量、數量或度量等、有效日期或製造日期等訊息","產品流向資訊應包含物流業者及下游廠商資訊、產品名稱、淨重、容量、數量或度
量等、批號、有效日期或製造日期、交貨日期等訊息",A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,18,依據食品安全管制系統準則，下列對於有關「矯正措施」之敘述，何者不正確？,應由管制小組負責矯正措施之研訂,矯正措施係對應於，當重要管制點發生系統性變異時才需啟動之措施,矯正措施需針對引起系統性變異之原因，包括設備故障緊急應變之矯正措施,"矯正措施應包括食品因變異致違反本法相關法令規定或有危害健康之虞者，其回
收、處理及銷毀措施",C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,19,衛生主管機關對於未依規定訂定食品安全監測計劃之食品業者，應進行的處置為：,命限期改正，屆時不改正者，處以罰鍰,逕予罰鍰,逕命其歇業,逕廢止公司登記事項,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,20,供作生產疫苗的兔隻如經販賣供人食用，係以下列何種情況論處？,變質或腐敗,未成熟而有害人體健康,有毒,含有有害人體健康之物質,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,21,"維生素礦物質類之錠狀膠囊狀食品，欲敘述維生素礦物質之生理功能，其每日最低攝取量
需達每日基準？",5%以上,10%以上,15%以上,20%以上,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,22,雞蛋鴨蛋是日常用食品，蛋殼膜食用規範，下列何者正確？,可任意使用,可食用，但有食用量的限制，並標示警語,不可供人食用,逐批向主管機關申請核准後可以供人食用,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,23,依據GHP 準則，有關「供水設施」之敘述，下列何者不正確？,與食品直接接觸及清洗食品設備與用具之用水及冰塊，應符合飲用水水質標準,"使用地下水源者，其水源與化糞池、廢棄物堆積場所等污染源，應至少保持十公尺
之距離",蓄水池（塔、槽）應保持清潔，設置地點應距污穢場所、化糞池等污染源三公尺以上,"蓄水設施供應食品作業場所者，每年至少清理一次並作成紀錄，餘者每二年至少清
理一次並作成紀錄",B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,24,"食品販賣業者販售牛肉、豬肉及其可食部位為原料之散裝食品，應標示其原料之原產地
（國），此原產地（國）是指：",屠宰地（國）,種原地（國）,畜養地（國）,包裝地（國）,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,25,染有病原性生物之原料不得製造成食品，「染有病原性生物」是指：,食品或食品添加物含有之天然毒素,食品或食品添加物含有之化學物品,食品或食品添加物含有害人體健康之異物,食品或食品添加物受病因性生物或其產生之毒素污染,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,26,"在罐頭食品類微生物衛生標準中，產品經攝氏37 度保溫10 天應檢查合格，且正常貯存狀
態下，有關微生物的規範，下列何者正確？",不得有可繁殖之微生物存在,容許每公克中有10 個（CFU）生菌數,容許每公克中有100 個（CFU）生菌數,容許每公克中有10 個（MPN）大腸桿菌群,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,27,針對台北市政府衛生局員工工作表現的好壞，可直接發佈奬懲命令的機關是：,衛福部,行政院,台北市政府,以上皆可,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,28,包裝食品營養標示中脂肪之標示，下列何者正確？,應標示「脂肪」不得標示「脂肪酸」,不得標示「脂肪」只可標示「脂肪酸」,可採「脂肪」或「脂肪酸」二者擇一,只准標示「脂肪」或「油脂」,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,29,食品業者之原料來源憑證保留時間至少？,5 年,8 年,10 年,依產品形式而定,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,30,下列何者不是冷凍調整漢堡內產品描述之注意事項？,經-18°C 以下冷凍運輸及銷售販賣場所有冷凍設備,產品拆封後如有異味之狀況，請勿食用,開封後請儘速食用完畢,開封後如未食用完畢，請於冷藏庫保存,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,31,"ISO 22000：2018 食品安全管理系統所提及之前提方案（prerequisite program）中，以下那
一項並非相關要求？",應考量法令、法規要求和與客戶互相同意之要求,考量服務供應商之管理如病媒防治、廢棄物處理,考量生產設備之能源基線建立與績效量測驗證,確保人員衛生，包括內部員工、訪客等,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,32,"依據食品業者專門職業或技術證照人員設置及管理辦法，下列對於食品業者所聘用調理烘
焙從業人員比率之敘述，何者不正確？",比率要求最高者為觀光旅館之餐廳：百分之八十五,比率要求最低者為前店後廠小型烘焙業：百分之三十,"承攬學校餐飲之餐飲業、供應學校餐盒之餐盒業、承攬筵席之餐廳及外燴飲食業等，
皆為百分之七十五",中央廚房式之餐飲業、自助餐飲業與一般餐館餐飲業則皆為百分之六十,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,33,關於食品安全管制系統之監測計畫內容，以下何者並不包括？,方法,頻率,確認人員,監測項目,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,34,食品所含全穀成分佔配方總重量百分之多少以上，始可以全穀產品宣稱？,31%,41%,51%,61%,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,35,食品的有效期限之訂定是：,由政府訂定,由業者訂定,由消費者訂定,由公投決定,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,36,食品衛生標準的屬性是：,強制性標準,自願性標準,業者自主標準,消費者標準,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,37,行政院食品安全會報的召集人是？,院長,副院長,秘書長,食安辦公室主任,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,38,自國外進口基因改造黃豆加工時，若發現？,"直接使用基因改造黃豆製作沙拉油，油中已不含轉殖基因片段或轉殖蛋白質，沙拉
油包裝上不須標示基因改造相關規定之字樣","直接使用基因改造黃豆製作沙拉油，油中已不含轉殖基因片段或轉殖蛋白質，以此
沙拉油製成之餅乾，包裝上不須標示基因改造相關規定之字樣","直接使用基因改造黃豆製作豆漿，豆漿中不含轉殖基因片段或轉殖蛋白質，製成之
豆腐包裝上不須標示基因改造相關規定之字樣","直接使用基因改造黃豆製作豆腐，豆腐已不含轉殖基因片段或轉殖蛋白質，以此豆
腐製成之麻婆豆腐調理包，包裝上不須標示基因改造相關規定之字樣",B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,39,某工廠在成品檢驗發現塑化劑汙染，經查證後其汙染源不太可能來自下列哪一項？,原料帶入,製程作業汙染,設備汙染,外包塑膠收縮膜汙染,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,40,在實施食品及其相關產品追溯追蹤時，下列各敘述中何者最正確：,"從事以黃豆為主要原料，且提供最終產品主要特性之豆腐、豆花、豆皮、豆乾、豆
奶（豆漿）、發酵黃豆製品、發酵豆乾製品、醬油、黃豆蛋白質製品、大豆粉或餅製
品等產品製造之業者，屬於納管之「黃豆」製造、加工、調配業者","從事蛋糕、美乃滋、含蛋沙拉等產品製造之業者，屬於納管之「蛋製品」製造、加
工、調配業者","從事蘋果醋、桑椹醋、蔓越莓醋等醋飲料產品製造之業者，屬於納管之「食用醋」
製品之製造、加工、調配業者","從事玉米澱粉、樹薯澱粉、澱粉衍生物（如修飾澱粉及澱粉水解物）等產品製造之
業者，屬於納管之「澱粉」製造、加工、調配業者",A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,41,"食品添加物品牌商（甲）向供應商（乙）訂購屬於食品添加物之原料，並由 供應商（乙）
直接運到代工廠（丙）進行加工，再寄回品牌商（甲），由品牌商（甲）出貨販售，請問
何者須上傳非追不可系統？",甲，乙,乙，丙,甲，丙,甲，乙，丙,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,42,依基因改造食品標示規定，下列敘述何者正確？,甜菜目前非為我國查驗登記許可使用的基因改造食品原料,"直接使用基因改造黃豆製成的醬油製品，已不含轉殖基因片段或轉殖蛋白質，但仍
須標示基因改造相關規定之字樣",含來源為基因改造食品原料油品所調製之調合油不須標示,含來源為基因改造食品原料油品所調製之調味料用油品仍須標示,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,43,"某工廠生產之魚鬆有3 個供應商來源，請問進行追溯追蹤作業時，下列哪方面無
法獲得相關訊息？",採購單,入庫單,驗收報告,供應商名單,ABCD,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,44,"符合公告規模之餐盒食品製造、加工、調配業者以書面或電子建立之追溯追蹤系統，記載
以下什麼資訊較不適合？",原材料資訊,產品流向資訊,消費數量,製造之相關資料,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,45,"下列哪株菌種會產生對熱穩定性高的毒素，一旦毒素已經產生，加熱處理（包括高溫滅菌）
也無法消除毒性，所以在每個加工步驟中時間溫度控制都列為必須執行的項目？",金黃色葡萄球菌,沙門氏桿菌,腸炎弧菌,李斯特菌,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,46,原料中含有較高組織胺，其所代表的意義，下列何者不正確？,表示原料較不新鮮,經油炸後，安全無虞,鯖科魚類含量較高,一般認為含量100 mg%以上會造成中毒,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,47,下列包裝食品，哪種不必標示警語？,苦橙,雪蓮組織萃取物,印度仙人掌,奇異果種子,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,48,控制即食性沙拉用生菜產品之病原菌生長的方法，下列哪個方法比較不適當？,原料適當清洗降低微生物之菌數,使用調氣包裝,控制適當冷藏溫度,調整產品的酸度及pH 值,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,49,下列有關HACCP 制度落實與管理精神之敘述，下列何者不是主要目的？,提升廠商合作,源頭管理,衛生自主管理,產品責任保證,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,50,有關HACCP 管制小組成員之敘述，下列何者錯誤？,"HACCP 管制小組成員至少三人，由品保、生產、衛生管理人員及其他幹部人員組
成","至少一人應為食品業者專門職業人員或技術證照人員設置及管理辦法規定之專門職
業人員","管制小組成員應曾接受中央主管機關認可之食品安全管制系統訓練機關（構）辦理
之相關關課程至少30 小時，並領有合格證明書","管制小組成員從業期間應持續接受訓練機關（構）辦理與本系統有關之課程，每三
年累計至少12 小時",A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,51,包裝食品營養標示之熱量及營養素，得以「0」標示之條件，下列何者錯誤？,"飽和脂肪：該食品每100 公克之固體（半固體）或每100 毫升之液體所含該營養素
量不超過0.1 公克","鈉：該食品每100 公克之固體（半固體）或每100 毫升之液體所含該營養素量不超
過0.5 毫克","糖：該食品每100 公克之固體（半固體）或每100 毫升之液體所含該營養素量不超
過0.5 公克","熱量：該食品每100 公克之固體（半固體）或每100 毫升之液體所含該營養素量不
超過4 大卡",B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,52,有關「食品及其相關產品追溯追蹤系統管理辦法」之適用性敘述，下列何者錯誤？,確認業者追溯追蹤系統紀錄之主管機關為直轄市、縣（市）衛生局,"食品業者若規避、妨礙或拒絕主管機關查核，可處新臺幣3 萬元以上300 萬元以下
罰鍰",如產品直接銷售至消費者，則不須記錄產品流向資訊,如產品作為樣品或贈品提供給客戶，則非屬販賣出貨行為，不須紀錄產品流向資訊,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,53,有關冷凍肉解凍過程中應注意事項，下列何者較不正確？,最好提前將冷凍肉放在冷藏室解凍,如果臨時需要解凍，可用微波解凍,用薄塑膠袋包裹後，室溫解凍,可以浸泡或流水快速解凍,CD,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,54,"以食品添加物醋酸或冰醋酸之稀釋液，添加糖類、酸味劑、調味劑及食鹽等製成之調味液，
或以此調味液添加釀造食醋混合而成之合成食醋，應於包裝標明下列何種字樣？",水解,速成,調理,合成,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,55,"某飲料工廠生產蔓越莓葡萄汁，其中蔓越莓含量占總果汁含量5%，葡萄汁含量佔總果汁
含量3%，其標示何者敘述有誤？",品名不可標示為蔓越莓葡萄汁,不可標示為綜合果汁,可標示為綜合果汁或等同意義字句,以上皆非,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,56,"某工廠生產製造奶精產品，於標示上註明非乳為主，請問其中的乳含量多少以下為適當，
以符合標示要求？",乳含量為0,乳含量50%以下,乳含量75%以下,以上皆非,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,57,某乳品廠生乳來源為10 家酪農戶，請問其在追蹤追溯作業管理，何者為恰當之描述？,"該10 家酪農戶生產均為生乳，故於進乳品廠驗收時，工廠之追蹤追溯作業可記錄為
總計1 筆資料","該10 家酪農戶生產之生乳，於進行追蹤追溯作業時，由於需要明確確認來源，故需
要分開進廠，分開生產","該10 家酪農戶生產之生乳，需要於追蹤追溯紀錄上明確知道為哪10 家酪農戶，但
可裝載於同一乳車進廠，混合後生產",以上皆非,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,58,"某食品加工廠生產含過敏原的豬肉貢丸與不含過敏原的豬肉貢丸，依據目前的法規要求，
下列敘述何者恰當？",不管含不含過敏原，豬肉貢丸以同一條生產線生產，故均需標示過敏原,不含過敏原之豬肉貢丸也要強制標示方符合法規要求,含過敏原之貢丸要強制標示，不含過敏原之貢丸因為在同一生產線生產，故建議標示,以上皆是,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,59,"某工廠生產礦泉水產品，品管人員於年度檢驗時發現水源被汙染造成鉛含量超標，下列敘
述何者最適當？",水源可以生產，因為後續RO（逆滲透）處理，可以除去水含量的鉛,水源可以生產，因為水處理時會通過活性碳，可以吸附重金屬,水源不可以生產，因為水源中鉛含量已超過標準,以上皆非,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,60,有關輸入食品之追溯追蹤，下列各敘述中何者不正確？,"國外總公司產製之食品出貨給我國分公司，我國分公司仍應建立其本身之追溯追蹤
系統相關資訊並電子化上傳","輸入貨品分類號列尚未列在各公告輸入業別之範圍內，即非屬需建立追溯追蹤系統
輸入業者之範圍","某一「醬油」輸入業者之進口產品，經核係屬貨品分類號列中屬於「黃豆製品」類
別中之一號列「2103.10.90.00-1 其他醬油」，即使業者證明其產品並非使用黃豆製成
的，該產品仍應建立其「黃豆製品」類別追溯追蹤系統並上傳至「食品追溯追蹤管
理資訊系統（非追不可）」","輸入食品業者輸入之產品為非供販賣，且其金額、數量符合中央主管機關公告之規
定，則該批輸入之產品得免申請查驗，亦無需辦理食品追溯追蹤",C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,61,下列哪一項溶劑為法規准許使用之加工助劑？,丙二醇,戊醇,丁酮,甲酸,A,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,62,食品業者應投保產品責任險的法源依據是？,消費者保護法,糧食管理法,全民健康保險法,食品安全衛生管理法,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,63,"食品及食品原料之容器或外包裝標示食品添加物名稱時，下列哪些食品添加物類別應同時
標示其功能性名稱？",殺菌劑,保色劑,甜味劑,營養添加劑,C,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,64,下列何者不屬於食品良好衛生規範準則的一環？,廠區及環境衛生管理標準作業程序,良好衛生管理標準作業程序,倉儲管理標準作業程序,營運提升標準作業程序,D,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,65,我國包裝食品營養標示的熱量單位是？,卡,大卡,千焦耳,焦耳,B,,第二次
110,2021/11/20,食品品保初級工程師,食品品保概論,66,肉圓、黑輪為了增加Q 彈口感，久煮不爛，以往常被違法添加的物質為何？,糊化澱粉,羥丙基磷酸二澱粉,順丁烯二酸酐澱粉,丁二醯化甘油二澱粉,C,,第二次
111,2022/5/21,食品品保初級工程師,食品科學概論,1,在傳統式醬油釀造過程中，下列那一種微生物的生長最不具正面貢獻？,酵母菌,青黴菌,麴菌,乳酸菌,B,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,2,魚丸製品的黏彈性與何種蛋白質的溶出最有關係？,膠原蛋白,彈力蛋白（Elastin）,鹽溶性蛋白,基質蛋白,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,3,冰淇淋製程中的凍結硬化（hardening），通常在何種溫度範圍下進行？,-30℃~-45℃,-80℃~-90℃,-5℃~-10℃,-10℃~-20℃,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,4,市售果醬產品製作過程，最常使用下列何種方法進行濃縮？,常壓加熱濃縮,減壓加熱濃縮,冷凍濃縮,膜過濾濃縮,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,5,有關氣體充填之敘述，下列何者不正確？,牛奶充填氧氣可保新鮮,氮氣是空氣中含量最多的氣體,食品包裝中充氮氣可防止變質,生產碳酸飲料，壓力大時二氧化碳溶解度較高,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,6,下列何者不是欄柵技術之管制點？,溫度,pH 值,包材類型,水活性（AW）,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,7,下列何種乾燥法屬於減壓乾燥？,泡沫式乾燥法,微波加熱乾燥法,冷凍乾燥法,擠壓乾燥法,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,8,有關微生物D 值之敘述，下列何者正確？,就同一種微生物而言，其D 值與殺菌溫度無關,就不同種微生物而言，在相同殺菌溫度下，D 值愈大者，其耐熱性愈小,就同一種微生物而言，殺菌溫度愈高，其D 值愈小,就不同種微生物而言，D 值愈大者，其耐熱性就愈大，與殺菌溫度無關,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,9,有關釀造醋加工之醋化過程，下列敘述何者正確？,接入醋酸菌後，約7-10 天可看到醋膜產生,醋膜的厚薄與醋酸菌的種類有關,醋膜的厚薄與發酵速率有關,在靜置醋化的過程中，應盡可能將醋膜打破，以加速醋化速度,B,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,10,"食品營養標示的規範，碳水化合物（醣類）與糖和膳食纖維間的關係，下列敘述何者不
正確？",碳水化合物（醣類）等於糖和膳食纖維的總和,碳水化合物（醣類）大於或等於糖和膳食纖維的總和,膳食纖維屬於碳水化合物（醣類）,總糖量小於或等於碳水化合物（醣類）,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,11,為防止凍結液態蛋在解凍後蛋黃會失去流動性，可在凍結前添加下列何種化合物？,澱粉,砂糖,檸檬酸,蘋果酸,B,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,12,當食品進行冷凍處理時，冷凍曲線之最大冰晶生成帶溫度大約發生在：,3~4℃,0~2℃,-1~-5℃,-6~-10℃,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,13,「冬化（winterization）」是製造下列那種油脂的一個常見步驟？,烤酥油,硬化油,沙拉油,人造乳酪,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,14,下列無菌加工常使用之流體殺菌設備，何者屬於直接加熱式熱交換殺菌法？,板式熱交換機,管式熱交換機,刮面式熱交換機,蒸氣注入式熱交換機,D,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,15,巴斯德殺菌法可完全殺滅食品中的：,結核菌、病原性葡萄球菌和溶血性鏈球菌,結核菌、肉毒桿菌和溶血性鏈球菌,結核菌、腐敗菌和病原性葡萄球菌,病原菌、毒素產生菌、腐敗菌,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,16,下列有關醬油加工之敘述，何者正確？,"酸水解法醬油（化學醬油）食用上的爭議，主在於製程使用鹽酸，而有鹽酸殘留的
疑慮",釀造醬油係以植物性蛋白質為原料並經微生物發酵熟成而製得,依照我國現行標準，醬油製品之3-單氯丙二醇含量限量標準為100 ppm,"酸水解法醬油製程中，原料會被分解成胺基酸、醛、酮或有機酸混合水解液，具有
製品香甘醇且製程快速的優點",B,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,17,傳統鳳片糕產品之主要原料為：,小麥,蓬萊米,糯米,小米,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,18,傳統米粉絲（rice noodle）產品之主要原料為：,秈米,蓬萊米,糯米,越光米,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,19,近年食用油常見的食安問題，其主因為下列何者？,冬化處理不全,硫化物含量超標,劣質油品混充販售,油脂產品供應短缺,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,20,製作發酵麵食時，添加下列何者成分對麵糰發酵之情形較無影響？,鹽,糖,油脂,酵母粉,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,21,下列何者不屬於間接加熱型熱交換？,二重鍋,板式熱交換,加壓殺菌釜,旋轉/刮板式熱交換,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,22,執行生菌數之檢驗，樣品為冷凍貢丸時，以下前處理過程何者為正確？,樣品置於25℃室溫解凍4 小時後，以0.1%蛋白腖稀釋液進行稀釋,樣品置於4℃冷藏解凍16 小時後，以生理食鹽水進行稀釋,樣品置於4℃冷藏解凍16 小時後，以0.1%蛋白腖稀釋液進行稀釋,樣品置微波爐開至大火解凍2 分鐘後，以0.1%蛋白腖稀釋液進行稀釋,C,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,23,下列何者為食品遭受汙染之指標微生物？,大腸桿菌,金黃色葡萄球菌,酵母菌,肉毒桿菌,A,,第一次
111,2022/5/21,食品品保初級工程師,食品科學概論,24,右圖為何種食品中毒病原菌？,沙門氏菌,大腸桿菌,李斯特菌,肉毒桿菌,D,,第一次
