year,date,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes
113,2024/4/20,保健食品概論,42,長期大量食用胡蘿蔔（紅蘿蔔），皮膚會因色素沉澱而變黃，這是因為何種物質之故？,維生素 A,維生素 B,維生素 C,維生素 D,A,
113,2024/10/19,保健食品概論,42,苦杏仁因含有苦杏仁苷可能會引起何種中毒情形？,凝集素,毒蛋白,亞硝酸鹽,氰化物,D,
113,2024/4/20,保健食品概論,43,關於含大麻二酚的食品，下列何種敘述是錯誤的？,大麻為我國毒品危害防制條例管制之項目,大麻二酚於食品我國訂有嚴格限量標準,醫療使用如僅以大麻二酚為成分者，不屬於管制藥品,大麻屬於第二級毒品及管制藥品,B,
113,2024/10/19,保健食品概論,43,"下列哪些微生物汙染會造成食品中毒？ a.腸炎弧菌，b.單核球增多性李斯特菌，c. A型肝
炎病毒",ab,bc,ac,abc,A,
113,2024/4/20,保健食品概論,44,要如何預防或減少從食物中吃到戴奧辛，世界衛生組織建議下列何者？,減少動物性脂肪的攝取,減少乳製品的攝取,減少蛋類的攝取,減少加工食品的攝取,A,
113,2024/10/19,保健食品概論,44,"下列有關組織胺（Histamine）中毒之敘述，何者是正確的組合？ a.於腐敗水產魚肉中相
當常見，b.充分烹煮可消除，c.也被稱為鯖科魚類中毒症",ab,bc,ac,abc,C,
113,2024/4/20,保健食品概論,45,我國引起肉毒桿菌食品中毒主要為何種受汙染的食品？,乳製品,鮮蛋,火腿等肉類加工品,澱粉類製品,C,
113,2024/10/19,保健食品概論,45,"下列有關食品著色劑-銅葉綠素/銅葉綠素鈉之敘述，何者是正確的組合？ a.銅葉綠素屬於
脂溶性，b.銅葉綠素鈉是屬於水溶性，c.銅葉綠素鈉可添加於食用油品但有限量規定",ab,bc,ac,abc,A,
113,2024/4/20,保健食品概論,46,"依規定，在多環芳香族碳氫化合物（PAHs）中，已知致癌性最強且是優先為食品中之建
議監測指標值？",多氯聯苯（polychlorinated biphenyl）,苯(a)駢芘（benzo(a)pyrene）,"四氯聯苯戴奧辛（2,3,7,8-TCDD）",雙對氯苯基三氯乙烷（DDT）,B,
113,2024/10/19,保健食品概論,46,裸蓋菇屬（Psilocybe）蕈類誤食會引起下列何種主要症狀？,流產,急性腎損傷,幻覺,心律不整,C,
113,2024/4/20,保健食品概論,47,下列何者是決定物質毒性影響人體健康的最重要因素？,暴露時間,劑量,年齡,健康狀態 ,B,
113,2024/10/19,保健食品概論,47,發芽的馬鈴薯不建議食用是因發芽馬鈴薯會生成何種有毒物質？,強心苷配醣體,龍葵鹼,吡咯利啶生物鹼,氰甙,B,
113,2024/4/20,保健食品概論,48,"起雲劑是一種食品添加劑，用於增加食物黏稠與白霧感覺，但 2011年台灣曾爆發以何種
物質替代為起雲劑原料而引起食安危機？",有機氯類化合物,鄰苯二甲酸酯鹽類化合物,有機磷類化合物,雌二醇類化合物,B,
113,2024/10/19,保健食品概論,48,"下列何種物質可被人體正常代謝氧化成水和二氧化碳，對人體毒性低且不影響食品味道，
是許多高價食品首選防腐劑？",二丁基羥基甲苯,維生素E,己二烯酸,甘露醇,C,
113,2024/4/20,保健食品概論,49,"依據健康食品安全評估方法，下列何種測試是要確認所測定的劑量是否屬於無不良影響劑
量（No-Observed-Adverse-Effect Level, NOAEL）範圍？",微生物基因突變分析,動物體內基因毒性分析,動物急毒性試驗,28天餵食毒性試驗,D,
113,2024/10/19,保健食品概論,49,含有腐植酸等有機汙染物的水體在加氯消毒過程中可能會產生下列何種有害物質？,三丁基錫,甲基汞,六氯酚,三氯甲烷,D,
113,2024/4/20,保健食品概論,50,"依據健康食品安全評估方法，動物試驗採用口胃管餵食時之體積每次應在多少 mL/kg 動
物體重以下？",1,5,10,20,C,
113,2024/10/19,保健食品概論,50,"依據健康食品安全評估方法，體外哺乳類細胞的染色體異常分析時若無觀察到細胞毒性，
則以多少mg/mL作為最高濃度？",1,5,10,15,B,
113,2024/4/20,保健食品概論,51,被視為保健食品之紅麴產品，但可能有下列何種黴菌毒素殘留，因此政府訂有限量規範？,新月毒素,橘黴素,麥角生物鹼,黃麴毒素,B,
113,2024/10/19,保健食品概論,51,台灣曾發生之烏腳病，是因飲用含高濃度何種物質之地下水所導致？,銅,砷,鋰,三氯⼄烯,B,
113,2024/4/20,保健食品概論,52,下列何種產品或原料屬健康食品安全評估之第三類？,靈芝粉,牛樟芝萃取物,人蔘萃取物,五味子,B,
113,2024/10/19,保健食品概論,52,下列關於「高麗菜」與骨骼關係之敘述，何者是錯誤的？,富含有維生素A,可幫助鈣質吸收,可幫助維生素D吸收,可促進骨骼的新陳代謝,A,
113,2024/4/20,保健食品概論,53,台灣曾於 2013年發生廠商將何種色素物質違法添加至橄欖油產品以掩飾油品不純問題？,紅甜菜色素,銅葉綠素,類胡蘿蔔素,梔子綠色素,B,
113,2024/10/19,保健食品概論,53,"依據食品法規定，食品業者應取得衛生安全管理系統之驗證，下列有關目前應符合驗證的
具工廠登記之業別之敘述何者錯誤？",乳品加工,食品添加物,特殊營養食品,水產罐頭加工,D,
113,2024/4/20,保健食品概論,54,"有些人工甜味劑（代糖）被質疑有致癌風險，但目前國際上仍可限量使用，下列何者被美
國 FDA 歸屬為公認安全（GRAS）而屬相對安全的甜味劑？",糖精,阿斯巴甜,甜菊糖,蔗糖素,C,
113,2024/10/19,保健食品概論,54,有關食品衛生安全管理系統驗證之敘述，下列何者是最正確的？,屬於單⼀食品的驗證,透過國際認證的驗證機構執行,屬於無產品抽驗,屬於食品衛生安全的監督系統,C,
113,2024/4/20,保健食品概論,55,有關九層塔之敘述，下列何者錯誤？,九層塔含黃樟素，食用可能致癌,黃樟素被 IARC 歸為 2B 類致癌物,年長者不建議太常吃九層塔,高溫會迫害所含維生素，應避免高溫與長時間烹調,A,
113,2024/10/19,保健食品概論,55,劣質精製豬油的何種成分可做為食用豬油之健康危害指標之⼀？,不飽和脂肪醛,不飽和脂肪酸,不飽和脂肪醇,不飽和脂肪醚,A,
113,2024/4/20,保健食品概論,56,下類何種菇類為有毒，誤食可能造成胃腸道刺激作用甚至導致胃腸道出血？,雞肉絲菇,綠褶菇,白色雨傘菇,羊肚菌,B,
113,2024/10/19,保健食品概論,56,"下列何種重金屬曾引起大規模中毒事件（日本水俁病），我國已針對各類魚產品訂有此重
金屬限量規範？",甲基汞,氯化鎘,三丁基錫,三氧化鉻,A,
113,2024/4/20,保健食品概論,57,在台灣曾經發生過之減肥菜（守宮木）中毒事件，其主要之毒性標的器官為下列何者？,腦部,心臟,肺臟,腎臟,C,
113,2024/10/19,保健食品概論,57,"符合目前已公告的健康食品規格標準（第二軌），無需進行保健功效評估試驗及安全試驗，
為下列何者？",魚油,益生菌,大豆異黃酮,膳食纖維 ,A,
113,2024/4/20,保健食品概論,58,我國規定過氧化氫可使用於食品作為殺菌用，下列有關過氧化氫之敘述何者錯誤？,可使用於麵粉及其製品，但有限量規定,人體腸道細胞之觸酶可將其分解,食品加工使用須符合食品添加物之相關規定,無相關每人每日容許攝取量（ADI）之資訊,A,
113,2024/10/19,保健食品概論,58,"發生疑似食品中毒事件，醫療機構應依食品安全衛生管理法第六條規定於多久時間內向
當地主管機關報告？",8小時,12小時,24小時,48小時,C,
113,2024/4/20,保健食品概論,59,"台灣曾有民眾誤用狀似山藥之植物塊莖烹煮排骨湯，食用後出現嘔吐、暈眩等症狀，請問
這是何種植物？",假山藥薯,大苦薯,瑞典蕪菁,姑婆芋,B,
113,2024/10/19,保健食品概論,59,非經傳統方式萃取、濃縮之傳統食用原料，健康食品安全性評估應歸類為何？,第⼀類,第二類,第三類,第四類,B,
113,2024/4/20,保健食品概論,60,"使用食物真空機包裝食物就不會壞嗎？事實上它對於某些細菌可能沒效，反而會助長繁
殖，但除了哪種細菌例外？",酵母菌,大腸桿菌,產氣莢膜桿菌,肉毒桿菌,A,
113,2024/10/19,保健食品概論,60,不肖商人為魚體保鮮或做為食品漂白劑，會使用下列何種工業用化學物質？,己二烯酸,吊白塊,苯甲酸,⼄烯二胺四醋酸二鈉,B,
113,2024/4/20,保健食品概論,61,有關中央型肥胖與其他疾病形成原因之敘述，下列何者正確？,腹部脂肪受雌激素影響造成女性肥胖,腹部脂肪釋出荷爾蒙取代胰島素造成糖尿病,腹部脂肪進入肝臟改變脂蛋白代謝造成高血脂,腹部脂肪排入循環系統造成心臟病,C,
113,2024/10/19,保健食品概論,61,食物中脂質酸敗的主要原因是暴露於：,熱及氧氣中,螢光燈照明,冷凍溫度,濃縮添加劑,A,
113,2024/4/20,保健食品概論,62,母乳哺育是提供嬰兒健康和生長發育的最佳餵食方式，對母親的好處以下何者正確？,泌乳激素刺激子宮收縮，有助身體恢復,建議純母乳哺餵 3個月，省錢又方便,母親乳癌和卵巢癌的風險較低,不論餵多少，哺乳期都不會懷孕,C,
113,2024/10/19,保健食品概論,62,哪⼀類食物未充分煮熟會含有紅血球凝集素，影響腸道吸收功能？,葉菜類,根莖類,穀類,豆類,D,
113,2024/4/20,保健食品概論,63,花生四烯酸可以衍生成下列何種與發炎反應有關的物質？,腎上腺素,前列腺素,血清素,生長激素,B,
113,2024/10/19,保健食品概論,63,維生素K缺乏最常見於下列那個族群？,新生兒,兒童,青少年,老年人 ,A,
113,2024/4/20,保健食品概論,64,"硒通常以硒半胱胺酸（selenocysteine）之型態構成酵素或蛋白質之組成成分，下列何者不
屬於硒半胱胺酸蛋白質？",glutathione reductase,thioredoxin reductase,selenoprotein,5-indothyronine deiodinase,A,
113,2024/10/19,保健食品概論,64,衛生署公告每人每天的總膳食纖維之建議攝取量，以下列何者最適當？,5-10 g,15-20 g,25-35 g,50 g以上,C,
113,2024/4/20,保健食品概論,65,下列何維生素與預防癌症最無關？,維生素 A,維生素 D,維生素 E,維生素 K,D,
113,2024/10/19,保健食品概論,65,研究顯示，服用下列何者可降低神經管缺陷的風險？,菸鹼酸,葉酸,維生素C,"維他命B 
12",B,
113,2024/4/20,保健食品概論,66,下列何者有利於「好的膽固醇」形成？,富含脂肪的魚類,富含脂肪的肉,富含碳水化合物的穀類,富含單元不飽和脂肪酸的油脂,D,
113,2024/10/19,保健食品概論,66,"每日飲食指南建議不吃乳品的全素者可從哪些食物得到充足的鈣質？ a.傳統豆腐等高鈣
豆製品 b.深色葉菜類 c.黑芝麻 d.鈣強化食品",ab,ad,abd,abcd,D,
113,2024/4/20,保健食品概論,67,絕食或糖尿病會造成血液偏酸性，是因為血液中哪一種物質增加？,遊離脂肪酸,遊離胺基酸,普林,酮體,D,
113,2024/10/19,保健食品概論,67,食物的組成會影響食物熱效應（TEF），以下TEF的比較何者正確？,脂肪＞碳水化合物,雞胸肉＞牛肉,番薯＞蛋白,少量多餐＞⼀頓大餐,B,
113,2024/4/20,保健食品概論,68,有關於醣類的生理功用，以下敘述何者錯誤？,節省蛋白質作用,葡萄糖是神經細胞主要的能量來源,糖醇吸收代謝比糖來的慢,纖維有助於預防便秘，所以吃越多越好,D,
113,2024/10/19,保健食品概論,68,全素者攝取以下哪些食物可避免鋅缺乏？ a.全榖 b.豆類 c.堅果 d.深色蔬菜,ab,abc,abd,abcd,B,
113,2024/4/20,保健食品概論,69,"「國人膳食營養素參考攝取量」第八版中建議一歲以上所有族群 Omega-3 脂肪酸攝取量
為總熱量的多少？",02-0.4%,0.3-0.5%,0.6-1.2%,2-3% ,C,
113,2024/10/19,保健食品概論,69,關於紅麴之敘述，下列何者為非？,其活性成分為monacolin K，可降血膽固醇,其化學結構與Statin藥物相近,可提高HMG-CoA reductase 活性,可預防心血管疾病,C,
113,2024/4/20,保健食品概論,70,下列何者非水溶性維生素的特性？,作為身體代謝反應中的輔酶,攝取過多可從腎臟排除,具熱穩定性,吸收率高於脂溶性維生素,C,
113,2024/10/19,保健食品概論,70,"DRIs 第八版訂定了慢性病風險降低攝取量（Chronic Disease Risk Reduction）之營養素為
何？",鈉,鋅,鎂,鐵,A,
113,2024/4/20,保健食品概論,71,下列何者對營養素熱量的描述是錯誤的？,維生素及礦物質無法提供熱量,酒精不是營養素所以不會產生熱量,醣類及蛋白質每公克所提供的熱量是一樣的,脂肪每公克可提供 9大卡熱量,B,
113,2024/10/19,保健食品概論,71,能量代謝和神經傳導所需的輔酶thiamine pyrophosphate為下列何種營養素之衍生物？,"維生素B 
1","維生素B 
2","維生素B 
6","維生素B 
12",A,
113,2024/4/20,保健食品概論,72,下列那一種油脂中的飽和脂肪酸最多？,豬油,牛油（beef tallow）,椰子油（coconut oil）,棕櫚油（palm oil）,C,
113,2024/10/19,保健食品概論,72,關於次亞麻油酸（linolenic acid）之敘述，下列何者錯誤？,為體內合成二十碳五烯酸（eicosapentaenoic acid）之原料,芥花油富含次亞麻油酸,由甲基端起算第⼀個雙鍵起始於第6個碳原子,有3個雙鍵,C,
113,2024/4/20,保健食品概論,73,過度飲酒會造成下列何種營養素吸收不良？,蛋白質,鈣磷鋅,維生素 D,以上皆是,D,
113,2024/10/19,保健食品概論,73,下列何者不是鎂之生理功能？,蛋白質合成,參與體內能量代謝相關之酵素反應,維持滲透壓,傳遞神經訊號至肌肉,C,
113,2024/4/20,保健食品概論,74,下列何種油脂為水溶性，只需極少量膽汁即可吸收並進入肝門循環？,中鏈脂肪酸,磷脂質,游離膽固醇,必需脂肪酸,A,
113,2024/10/19,保健食品概論,74,"素食飲食指標建議素食者多攝取菇類（如：香菇、杏鮑菇、珊瑚菇等），因栽培過程能合
成何種維生素？",維生素A,維生素D,維生素E,維生素K,B,
113,2024/4/20,保健食品概論,75,下列何者為胺基酸代謝後的主要廢棄物？,尿素,酮類,二氧化碳,氮 ,A,
113,2024/10/19,保健食品概論,75,下列何種狀況下身體呈現正氮平衡？,禁食,燒燙傷,蛋白質攝取不足,同化性荷爾蒙分泌增加 ,D,
113,2024/4/20,保健食品概論,76,下列何種胺基酸是玉米、大麥和白米等穀類之限制胺基酸？,甲硫胺酸（methionine）,離胺酸（lysine）,異白胺酸（isoleusine）,丙胺酸（alanine）,B,
113,2024/10/19,保健食品概論,76,關於寡醣類（oligosaccharides）何者為非？,又稱高聚糖,由3~10 個單醣分子聚合而成,部分寡糖可促進腸蠕動，進而改善便祕、腹瀉,棉籽糖（raffinose）是⼀種寡醣,A,
113,2024/4/20,保健食品概論,77,堅果種子類具有心血管保護作用與其所含的哪種成分無關？,單元不飽和脂肪酸,多元不飽和脂肪酸,植物固醇,膳食纖維,D,
113,2024/10/19,保健食品概論,77,"近年，許多報導關於飲食中抗氧化劑的重要性。以下那種維生素可以防止低密度脂蛋白的
氧化？",A,E,K,D,B,
113,2024/4/20,保健食品概論,78,下列何種脂肪酸可合成花生四烯酸（arachidonic acid）並轉換為前列腺素？,棕櫚酸（palmitic acid）,油酸（oleic acid）,亞麻油酸（linoleic acid）,次亞麻油酸（linolenic acid）,C,
113,2024/10/19,保健食品概論,78,弓形腿的孩子可能是缺乏下列何種維生素？,A,K,E,D,D,
113,2024/4/20,保健食品概論,79,關於鋅之敘述，下列何者錯誤？,13歲以上男性的鋅攝取量隨年齡增加,女性懷孕期間應增加鋅攝取量,女性哺乳期間應增加鋅攝取量,18歲以上男性的足夠攝取量為 15毫克,A,
113,2024/10/19,保健食品概論,79,⼀位⻑期服用抗生素的人，較易發生下列何種維生素的不足？,A,D,E,K,D,
113,2024/4/20,保健食品概論,80,下列何種營養素可提高胡蘿蔔素吸收率？,醣類,油脂,蛋白質,"維生素 A 
 
以 下 空 白",B,
113,2024/10/19,保健食品概論,80,⼀般建議，精製糖類以不超過總能量需求的多少為原則？,5%,10%,15%,"20% 
以 下 空 白",B,
113,2024/10/19,食品科學概論,1,有關澱粉加工特性的變化過程，下列程序何者正確？,生澱粉-澎潤-糊化-老化-凝膠-離水,生澱粉-澎潤-糊化-凝膠-離水-老化,生澱粉-糊化-澎潤-凝膠-離水-老化,生澱粉-離水-澎潤-糊化-凝膠-老化,B,
113,2024/4/20,食品科學概論,1,"食品安全監測計畫中，應就其成品或半成品，除一般法定項目外，尚需檢驗順丁烯二酸（酐）
的產品為何？",糖產品,麵粉產品,澱粉產品,植物性油脂產品,C,
113,2024/10/19,食品科學概論,2,有關清潔及消毒等化學物質及用具之管理規定，下列何者錯誤？,"病媒防治使用之環境用藥，應符合相關規定，並明確標示、存放於固定場所，且應
指定專人負責保管及記錄用量",食品作業場所除維護衛生所必須藥劑外，同時存放解毒及急救藥劑,有毒化學物質，應標明其毒性、使用及緊急處理,清潔、清洗及消毒機具，應有專用場所妥善保存,B,
113,2024/4/20,食品科學概論,2,殺菌液蛋不得檢出的微生物為何？,沙門氏菌,仙人掌桿菌,腸炎弧型菌,金黃色葡萄球菌,A,
113,2024/10/19,食品科學概論,3,在HACCP 申請驗證之作業流程中，提出申請時需要提供的資料包括下列？,符合法令和法律要求事項查核結果,必要的最新之系統文件,企業組織現況,以上皆正確,D,
113,2024/4/20,食品科學概論,3,得於常溫貯存及販賣的真空包裝即食食品，不包括下列何者？,水活性在 0.87以下,pH 在 9.0以上,經商業殺菌,天然酸性食品（pH4.6以下）,A,
113,2024/10/19,食品科學概論,4,下列何者為合法之食品添加物？,甜精,奶油黃,雙氧水,三聚氰胺,C,
113,2024/4/20,食品科學概論,4,食品販賣業者有販賣禽畜產食品者，除應依販賣業者一般規定外，下列規定何者錯誤？,該食品之陳列檯面，應採不易透水及耐腐蝕之材質，且須符合相關衛生標準之規定,販賣場所應有適當洗滌及排水設施,生鮮水產食品應以靜置自來水水槽處理，並避免污染販售之成品,禽畜水產食品之貯存、陳列、販賣，應以適當之溫度及時間管制,C,
113,2024/10/19,食品科學概論,5,以下何者可作為食品衛生之指標菌？,沙門氏菌,大腸桿菌,金黃色葡萄球菌,腸炎弧菌 ,B,
113,2024/4/20,食品科學概論,5,應辦理檢驗之食品業者，對其產品之主要檢驗項目，下列何者錯誤？,動物性油脂產品：重金屬、農藥殘留、總極性化合物、苯荓比,肉品加工產品：動物用藥殘留,麵粉：真菌毒素,麥類及燕麥產品：真菌毒素、農藥殘留 ,A,
113,2024/10/19,食品科學概論,6,下列何者為非准用之加工助劑：,己烷,乙醚,異丙醇,乙酸乙酯,B,
113,2024/4/20,食品科學概論,6,基因轉殖啤酒酵母可加速啤酒的發酵，下列何者為主要原因？,加強糖化作用,植入 alpha-澱粉水解酶,減低液化作用以加速發酵,增加限制型糊精水解效率,B,
113,2024/10/19,食品科學概論,7,"TQF 管理技術規範中有關洗手消毒室之規定，泡鞋池若使用氯化合物消毒劑，其游離餘
氯濃度應經常保持在多少 ppm 以上？",100,150,200,250,C,
113,2024/4/20,食品科學概論,7,目前實施的［食品中微生物衛生標準］對於［生鮮即食蔬果］的要求，下列何者正確？,大腸桿菌 100 MPN/g & 大腸桿菌 O157:H7陰性,腸桿菌科不得檢出&單核球增多性李斯特菌陰性,沙門氏菌陰性&單核球增多性李斯特菌陰性,腸炎弧菌陰性&單核球增多性李斯特菌陰性,C,
113,2024/10/19,食品科學概論,8,有關如醬油等利用基因改造大豆製造高層次加工食品的標示，下列何者錯誤？,本產品為基因改造大豆產品,本產品為基因改造大豆製造，但已不含基因改造成分,本產品不含基因改造成分，但加工原料中有基因改造大豆,本產品加工原料中有基因改造大豆，但已不含有基因改造成分,A,
113,2024/4/20,食品科學概論,8,黃金米（golden rice）是將何種基因植入稻米？,產生維生素 A 的基因,產生胡蘿蔔素的基因,產生維生素 B 群的基因,富含 alpha-澱粉水解酶活性基的基因,B,
113,2024/10/19,食品科學概論,9,有關食品香辛料的描述，下列何者不正確？,可改善質地,增強食品既有香氣與風味,可增強抗菌性,可增強抗氧化性,A,
113,2024/4/20,食品科學概論,9,"有關多環芳香烴（Polycyclic Aromatic Hydrocarbons, PAH）的描述，下列何者錯誤？",與燃燒不完全與高溫裂解有關,高溫烹調和煙燻食品建議小於 200 ppb,宜直接煙燻取代傳統液體煙燻以降低高溫加工時間,強致癌物,C,
113,2024/10/19,食品科學概論,10,有關雜環胺化合物的描述，下列何者錯誤？,主要由胺基酸轉化而來,葡萄糖也與其形成有關,與梅納反應有關,在250℃處理30 分鐘，魚肉的雜環胺化合物產生量較牛肉高,D,
113,2024/4/20,食品科學概論,10,有關酵素性褐變反應的描述，下列何者錯誤？,蝦類與菇類皆因酪胺酸酶引起,同時需要氧化酵素與氧氣存在,可偵測羥甲基糠醛（HMF）監測褐變程度,透過殺菁、調氣包裝等可減緩作用,C,
113,2024/10/19,食品科學概論,11,廠商進口芭樂汁，是否可以宣稱[非基因改造]產品？,可以，因為非故意攙雜率<3%,可以，因為芭樂汁屬於高層次加工品,不行，國際上並沒有基因改造芭樂,可自願標示 ,C,
113,2024/4/20,食品科學概論,11,在 121℃下，使細菌死滅 90%所需要的時間（分鐘），稱為：,F值,D 值,Z 值,Q 值 ,B,
113,2024/10/19,食品科學概論,12,氮氣是新增的食品添加物，其作用為下列何者？,食品工業用化學藥品,品質改良用、釀造用及食品製造用劑,載體,膨脹劑,B,
113,2024/4/20,食品科學概論,12,目前實施的［食品中微生物衛生標準］中對［殺菌液蛋］的要求事項，下列何者正確？,總生菌數小於 106 CFU/g,腸桿菌科不得檢出,沙門氏菌陰性,金黃色葡萄球菌陰性,C,
113,2024/10/19,食品科學概論,13,有關HACCP 管理制度的敘述，下列何者錯誤？,能有效利用人力、物力資源,強調最終產品檢驗的管理方式,可作為國際食品相互認證的管理基準,可以有效抑制食品污染與危害的發生,B,
113,2024/4/20,食品科學概論,13,關於 HACCP 中，對於文件與紀錄之要求，下列何者錯誤？,所有 HACCP 計畫皆需文件化,可自行發行、更新及廢止文件，不須經負責人或其指定人簽署,紀錄經簽署後，還要註記日期，才為有效紀錄,所有紀錄皆應保存至產品有效日期後 5年以上,B,
113,2024/10/19,食品科學概論,14,請問關於食品作業場所的配對，何者錯誤？,原材料倉庫屬於一般作業區,成品貯存場屬於準清潔作業區,工廠辦公室屬於非食品處理區,產品內包裝室屬於清潔作業區,B,
113,2024/4/20,食品科學概論,14,以下哪一項不是 HACCP 的主要目的？,重視源頭管理,零缺點系統,風險分析,預防管制,B,
113,2024/10/19,食品科學概論,15,下列哪一項的配對是合法的？,硼砂-黃油麵,孔雀綠-蜜餞產品,乙烯二胺四醋酸二鈉-非酒精性飲料,鹽基性介黃-醃漬黃蘿蔔,C,
113,2024/4/20,食品科學概論,15,通常畜產品在收穫後比水產品更需要透過熟成讓肉質軟化，其主要原因為何？,畜產品自家消化速率較快,畜產品有較豐富的蛋白質,畜產品結締組織較多且緊密,畜產品水分含量較高,C,
113,2024/10/19,食品科學概論,16,食品安全驗證方案授權的驗證機構（Certification Body）為何？,財團法人食品工業發展研究所+財團法人中華穀類食品工業技術研究所,財團法人食品工業發展研究所+行政院農業委員會,財團法人中華穀類食品工業技術研究所+衛生福利部食品藥物管理署,財團法人食品工業發展研究所+行政院食品安全辦公室,A,
113,2024/4/20,食品科學概論,16,請問關於危害分析的敘述，以下那一項的描述不適宜？,產品描述，也可以以公司同質的產品類別作描述,小組成員不一定要選食品相關科系,預定用途不需要考量到使用者的狀態，如小朋友、老人、特殊疾病患者、孕婦等,小組成員之一一定要有公司負責人或其授權人,C,
113,2024/10/19,食品科學概論,17,食品添加物之製造業者及輸入業者，在每批檢驗重金屬時，應包含以下哪些項目？,單方食品添加物成品,複方食品添加物原材料,複方食品添加物成品,以上皆是,D,
113,2024/4/20,食品科學概論,17,下列何者歸類於食品添加物的［載體］項目？,丙二醇,三酸甘油酯,氫氣,無水碳酸鈉,A,
113,2024/10/19,食品科學概論,18,下列何者不是加工助劑的管理項目？,有准用許可字號,有產品登錄碼,有衛生標準,經去除、過濾或其他加工程序，在最終產品中不具功能,A,
113,2024/4/20,食品科學概論,18,依據食品安全衛生管理法之規定，下列敘述何者錯誤？,食品良好衛生規範準則之規範對象包括所有食品業者,食品安全管制系統之規範對象包括所有食品業者,食品良好衛生規範準則是有關食品作業場所、設施及品保制度之管理規定,食品安全管制系統是有關食品從原料至餐桌過程衛生安全之確保,B,
113,2024/10/19,食品科學概論,19,HACCP 系統中確認（Verification）項目的四大原則不包括下列何者？,人員,儀器,法規,紀錄,C,
113,2024/4/20,食品科學概論,19,"依據食品良好衛生規範準則，食品製造業者若非使用自來水，應針對淨水或消毒之效果指
定專人每日做下列那兩種測定，並做成紀錄？ 甲、pH 值； 乙、總生菌數量； 丙、有效
餘氯量； 丁、大腸桿菌群",甲乙,乙丙,甲丙,丙丁,C,
113,2024/10/19,食品科學概論,20,"中央主管機關對於管控安全風險程度較高之食品，得於其輸入前，實施系統性查核，目前
不包含哪項？",蛋品,乳製品,水產品,植物性油脂,D,
113,2024/4/20,食品科學概論,20,下列何者不是食品及食品原料應明顯標示之項目？,內容物名稱,食品添加物名稱,有效日期,國外製造廠商,D,
113,2024/10/19,食品科學概論,21,食品安全管理系統標準 ISO22000:2018 之架構（或稱要求事項）中不包括下列何者？,範圍,規範性引用標準,相互溝通,術語和定義,C,
113,2024/4/20,食品科學概論,21,"中央主管機關為配合農產品溯源制度納入農產品生產及驗證管理法管理，已陸續公告之產
品不包括下列哪一項？",農糧產品,林產品,畜禽水產品,寵物食品,D,
113,2024/10/19,食品科學概論,22,"接獲通報疑似食品中毒案件時，對於各該食品業者，得命其限期改善或派送相關食品從業
人員至各級主管機關認可之機關，接受至少幾小時之食品中毒防治衛生講習？",3,4,5,6,B,
113,2024/4/20,食品科學概論,22,水產品初級加工場管理辦法是由哪個主管機關制定？,行政院農業委員會,水產試驗所,衛生福利部,食品藥物管理署 ,A,
113,2024/10/19,食品科學概論,23,若考量水活性對雜環胺的生成特性，下列何種水活性值的食品可避免產生雜環胺？,0.1,0.3,0.6,0.8,B,
113,2024/4/20,食品科學概論,23,目前食品不得標示［健康］字樣於何處？,品名,內容物,營養標示,無限制,A,
113,2024/10/19,食品科學概論,24,HACCP 管制小組應確認本系統執行之有效性，每年至少進行幾次內部稽核？,1,2,3,4,A,
113,2024/4/20,食品科學概論,24,"保健營養食品 GMP 驗證，申請所需時間為自申請案受理之次日起，最慢幾個月內必須完
成驗證？",3個月,6個月,9個月,12個月,B,
113,2024/10/19,食品科學概論,25,"下列有關維生素的安定性之敘述，何者為正確之選項？ a.維生素B 僅於鹼性溶液中對熱
6
安定 b.有鐵鹽存在時，維生素 E 會被空氣快速氧化 c.維生素 B 對強酸、鹼及光線均安
12
定 d.菸鹼酸對酸、鹼、溫度、氧化劑、熱及光線均安定",ac,bd,cd,abd,B,
113,2024/4/20,食品科學概論,25,利用高效液相層析（HPLC）直接分析果汁中的有機酸含量，以下何者為較適合的檢測器？,可見光檢測器（visible detector）,螢光檢測器（FD）,火焰離子化檢測器（FID）,示差折射檢測器（RI）,D,
113,2024/10/19,食品科學概論,26,"有關天然色素的敘述，下列何者正確？ a.類葉黃素（xanthophyll）是屬於類胡蘿蔔素
（carotenoid）的一種 b.芸香素（rutin）是屬於類黃酮（flavonoid）的一種，與 Fe2+作用
會產生黑色 c.類胡蘿蔔素為水溶性色素 d.花青素（anthocyanin）在強酸性中會呈現藍色",ab,ac,bd,abc,A,
113,2024/4/20,食品科學概論,26,"利用分光光度法檢測肉品中亞硝酸鹽含量，檢液製備中加入亞鐵氰化鉀及醋酸鋅，其目的
是作為：",呈色劑,金屬螯合劑,脫油劑,蛋白質沉澱劑,D,
113,2024/10/19,食品科學概論,27,欲製備1 L 0.1 mol/L 的KOH溶液，需要從儲備液 18 mol/L的 KOH 溶液取用多少mL？,5.55,2.78,11.1,3.55,A,
113,2024/4/20,食品科學概論,27,下列何者與穩定蛋白質立體結構的力量無關？,離子鍵,凡得瓦爾力（Van der Waals' force）,共價鍵,氫鍵,A,
